youtube_id,comment,target,stance
K8M48G-pjns,"Rubaru song ni waste chesaru 
Sheshu garu first off love story indepth feel miss aiendi.",dacoit movie,against
K8M48G-pjns,Lik review kuda chepu,dacoit movie,neutral
K8M48G-pjns,Rod Movie + Barbell = Full stuff 😁💪,dacoit movie,neutral
K8M48G-pjns,Vachava bhaiya ne kosame Waiting,dacoit movie,neutral
K8M48G-pjns,Im from HINDUPUR ❤,dacoit movie,neutral
K8M48G-pjns,Love you anna,dacoit movie,neutral
K8M48G-pjns,Madi hindupur degra pavagada Karnataka,dacoit movie,neutral
K8M48G-pjns,Sahoo❤,dacoit movie,neutral
K8M48G-pjns,Annapurna studio lo thisaru bro shooting nenu chusa,dacoit movie,against
K8M48G-pjns,LIK review 🎉,dacoit movie,favor
K8M48G-pjns,Our Hindupur 😊😊😊jai Balayya,dacoit movie,against
K8M48G-pjns,Naaku OG ki same feeling🎉🎉,dacoit movie,neutral
K8M48G-pjns,Kalki❤,dacoit movie,neutral
K8M48G-pjns,ఇక్కడ అడవి శేష్ అభిమానులు ఎంతమంది ఉన్నారు ❤,dacoit movie,against
K8M48G-pjns,రారా భట్టు నీకోసమే వెయిటింగ్ పొద్దున్నుంచీ 😂,dacoit movie,neutral
K8M48G-pjns,One of the worst movies of 2026. I wondered asalu why Sesh did this movie. I felt the girl is too cute to be in that item song,dacoit movie,against
K8M48G-pjns,10 k send me bro life and death situations 😢,dacoit movie,against
K8M48G-pjns,"Bro panlo pani ""Jananayagan"" review pettu bro 😂",dacoit movie,neutral
K8M48G-pjns,Dhurandhar 2 mixed feeling,dacoit movie,neutral
4DJtjyB1gvE,"Six years since COVID-19 was declared a pandemic, we took a look at preparedness at a time of global health funding cuts, policy shifts and the continued spread of misinformation. Read more: https://to.pbs.org/4sf5aJq",coronavirus pandemic,neutral
4DJtjyB1gvE,It’s April 2025 and I find myself periodically looking back at this surreal moment in history and it still feels incredibly bizarre. What a time in history.,coronavirus pandemic,neutral
4DJtjyB1gvE,"This was important for me to watch. My mother got sick with COVID in April 2021, and she was one of the lucky ones who survived a ventilator. I love my mom, and I'm so proud and happy to still have her.",coronavirus pandemic,favor
4DJtjyB1gvE,"The fact you have doctors who have been doctors for 40 years saying they have never seen anything like this. That means something.

This is not normal.",coronavirus pandemic,against
4DJtjyB1gvE,This came out a bit too soon- I’d like to see another retrospective from our current timeline,coronavirus pandemic,against
4DJtjyB1gvE,The scary part about this is that it was released yesterday and it's already old news.,coronavirus pandemic,against
4DJtjyB1gvE,"We’ve spent billions on military, yet we don’t have adequate health, housing or education systems which are accesible to all",coronavirus pandemic,against
4DJtjyB1gvE,I’m a ICU nurse in New Jersey and taking care of critically ill patients with Covid 19 will forever engrave in my memories until I die. Very very sad to see people dying every day with no family around them or priest to give last rites... for us healthcare professionals it’s very stressful and taking so much emotional toll watching patients suffer .... even myself contracted Covid 19 from exposure from my patients... Covid 19 is not a joke. I’m thankful to God that I’m still alive in order to continue my calling as a nurse ...,coronavirus pandemic,against
4DJtjyB1gvE,"My husband almost died one year ago due to covid 19 delta strain. He survived being on the ventilator and E.C.M.O machine for 123 days. I'm so grateful to the entire medical team, including the administrative team, God and all our praying warrior friends. He came out with end stage kidneys failure,  going to dialysis 3 times a week, to 1 day a week to no not at all with our eyes on his health always. His kidneys miraculously are healing. I'm still angry about what this virus has done to us financially. I'm praying for a better year in 2023. Bless all of you.",coronavirus pandemic,against
4DJtjyB1gvE,"I retired from nursing, early this week. I just turned 64 and felt the risk was too great. I am very fearful for the nation and the world.",coronavirus pandemic,against
4DJtjyB1gvE,"As I finish a 14 hour shift at my local hospital, your words of gratitude and encouragement mean more to me than you’ll ever know. Thank you so very much.",coronavirus pandemic,neutral
4DJtjyB1gvE,Kinda funny that we have a documentary about a crises that’s still ongoing,coronavirus pandemic,against
4DJtjyB1gvE,"it was crazy.  I live in Kansas and every day I would check the COVID map that John's Hopkins had on their website.  To see the red dots getting closer and closer was surreal.  All of a sudden it jumped from the west coast to Denver, and we knew we were in trouble.",coronavirus pandemic,against
4DJtjyB1gvE,Man I hate wearing my mask while shopping in the grocery store much less all day. Hats off to health care warriors,coronavirus pandemic,against
4DJtjyB1gvE,This pandemic makes me feel like I'm in a twilight zone.,coronavirus pandemic,against
4DJtjyB1gvE,This is scary and I never thought I would live during something like this!,coronavirus pandemic,against
4DJtjyB1gvE,"There was no vaccine when I got the virus, I was very scared. what's even scarier is that you have to stay in the room for two weeks by yourself 😢",coronavirus pandemic,against
4DJtjyB1gvE,Hats off to the lab techs busting butt getting those tests done!,coronavirus pandemic,favor
4DJtjyB1gvE,I'm so disgusted that our government took so much time and wasn't ready to handle this horrific Pandemic that took thousands of lives including the life of my mother. All these lives could've been saved if there was a plan in place.,coronavirus pandemic,against
4DJtjyB1gvE,"My little cousin who is now 10, lost his best friend to Covid (who also suffered other medical conditions due to his weight) and my great-grandpa is currently recovering from it. Because of the pandemic, I had to spend my last year and a half of school at home, which weighed on me more since I was dealing with family issues at the time. Though the pandemic is now passed its resolution phase, its still scary to know how dangerous the virus is and how much things have changed because of it. Starting from March of 2020, the world to me has never been the same again.",coronavirus pandemic,against
4DJtjyB1gvE,Who’s ready to see part #2 of the next few months and talk about other topics as this pandemic unravels itself? 🙋🏽‍♀️Im here for it. Thank you Frontline !!,coronavirus pandemic,against
4DJtjyB1gvE,Our health care workers are so precious and brave ❤️❤️❤️,coronavirus pandemic,favor
4DJtjyB1gvE,"FRONTLINE - PBS post more on youtube. Not all of us have Cable service. A lot of us have internet only ( No TV packages )
Thank you",coronavirus pandemic,neutral
4DJtjyB1gvE,"As horrible and frightening as this was- it saved my life.  I was not commuting 5 days a  week with a staghorn kidney stone stabbing my liver- unknown to me- until 2023.  I just  thought I was always tired from the commute. I got covid ended up in the hospital and they found the stone - i thought it was my appendix.  To many people depend on me - I am so happy to be here and still be able to be with my son, my mom and my disabled brother.",coronavirus pandemic,favor
4DJtjyB1gvE,"To all of you on the front lines of this who are seeing the nightmare that the rest of us can’t even begin to imagine, WE ARR SO THANKFUL FOR YOU! You are so valued and loved and appreciated! I wish I could send you a hug or just hold ur hand for a second. Nothing out country can do will ever be enough to thank you, but I will keep sending you love and thanks everyday till I die.",coronavirus pandemic,favor
4DJtjyB1gvE,I’m reminded of an adage from an epidemiologist: “Many are infected; few have disease.”  The stealthy contagion of coronavirus is what makes it so insidious.,coronavirus pandemic,against
4DJtjyB1gvE,"As a nurse, I'm saddened and disgusted.",coronavirus pandemic,against
4DJtjyB1gvE,I’ll never forget this moment 🥺🥺 I’m a healthcare worker and soooo many of my patients lost their lives behind this pandemic I was so sad and depressed for months,coronavirus pandemic,against
4DJtjyB1gvE,Doctor Diaz looks like he could be my family. Respect for all your intelligent and hard work brother.✊🏽,coronavirus pandemic,neutral
4DJtjyB1gvE,Stick to science and tell the truth. Thank you PBS for risking your lives for this documentary . I can’t wait for part 2 or 3,coronavirus pandemic,favor
4DJtjyB1gvE,"We need part II, III.  And by the predictions, Part IV or more.",coronavirus pandemic,against
