youtube_id,comment,target,stance
4tfIHPlitfE,"India missing 11
Jaiswal, gill, kl rahul, iyer, pant, nitesh redy, jitesh sharma, deepak chahar, chahal, shami, bishnoi",t20 world cup,against
4tfIHPlitfE,"Sanju, Ishan, Abhishek and jaspreet game is on other level..... Jai hind 🇮🇳🇮🇳",t20 world cup,favor
4tfIHPlitfE,I want more test championships like asia cup version of test than more t20 world cups,t20 world cup,against
4tfIHPlitfE,I think the best solution for this topic 4:36 is having only franchise and ICC events in a calender...players get match time in franchise and then the big tournament to showcase chops,t20 world cup,against
4tfIHPlitfE,"Eng.has a very good future , the way they played.",t20 world cup,neutral
4tfIHPlitfE,"Now, India is the dominant in Cricket",t20 world cup,favor
4tfIHPlitfE,The best way to encourage the associates is to introduce football league system like in England. Premier league will have top 10 and every year the bottom 3 will be relegated to league B while the top 3 of the league B gets elevated to premier league,t20 world cup,against
4tfIHPlitfE,Indian red ball need serious change . Not IPL players fast tracked . Only Rishabh pant succeeded( won’t add Ashwin or Jadeja as they played lot of domestic cricket ) .,t20 world cup,against
4tfIHPlitfE,"Play the A, B, and C teams with the associate nations. Allow them to be the part of domestic tournaments across the full member nations. This will close the gap. Of course, help them develop their own infrastructure.",t20 world cup,favor
4tfIHPlitfE,the T20 worldcup should also move to a 4 year cycle,t20 world cup,against
